"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"43857","Mediterranean","October 08, 2017","2017","Oct","46","3","49","38","","8","","Drowning","54 km off El Ataya beach in Kerkennah Island, Tunisia","IOM Tunisia","34.757813062277, 11.747713028906","Central Mediterranean","http://bit.ly/2z1cmho","Uncategorized","4"
"43859","Europe","October 08, 2017","2017","Oct","1","","1","2","","","","Hit by train","Outside Gemünden am Main, Bavaria, Germany","Suddeutsche Zeitung","50.050562769818, 9.699000771906","","http://bit.ly/2ybuhoN","Western Europe","1"
"43860","US-Mexico Border","October 08, 2017","2017","Oct","1","","1","","","1","","Drowning","Río Bravo, near Rancho El Progreso, Nuevo Laredo, Tamaulipas, Mexico","Líder Web","27.508614972759, -99.526001424365","Central America to US","http://bit.ly/2g7JRe3","Central America","1"
"43861","US-Mexico Border","October 08, 2017","2017","Oct","1","","1","","","1","","Hit by train","Train tracks between Uvalde and Hondo, Uvalde County, Texas, USA","Zócalo","29.250130481958, -99.748059074316","Central America to US","http://bit.ly/2y7B1Uo","Northern America","1"
"44188","Sub-Saharan Africa","October 08, 2017","2017","Oct","1","","1","","","1","","Unknown","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-8.002889200000, 12.639231600000","","","Western Africa","2"
"44189","North Africa","October 08, 2017","2017","Oct","1","","1","","","1","","Shot, Stabbed","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.578613280000, 25.215191680000","","","Northern Africa","2"
"43961","US-Mexico Border","October 07, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.163190400000, -112.998958600000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"44186","Sub-Saharan Africa","October 07, 2017","2017","Oct","3","","3","","1","1","1","Vehicle Accident","Malanville, Benin, near border with Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","3.384247300000, 11.863333200000","","","Western Africa","2"
"44187","North Africa","October 07, 2017","2017","Oct","2","","2","","2","","","Unknown","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.062500000000, 25.195311080000","","","Northern Africa","2"
"44516","South Asia","October 05, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"44518","South Asia","October 05, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","Serjan, Kerman province, Iran","IOM Afghanistan","29.458667600000, 55.671405100000","","","Southern Asia","4"
"43849","Central America","October 04, 2017","2017","Oct","1","","1","","","1","","Train Accident","Train tracks between Calle Felipe Berriozábal and Calle Ramos Arizpe, Saltillo, Coahuila, Mexico","Vanguardia","25.413053000000, -101.024833400000","Central America to US","http://bit.ly/2wyrqly, http://bit.ly/2xTcO4j","Central America","3"
"43854","US-Mexico Border","October 04, 2017","2017","Oct","1","","1","","1","","","Unknown","Inside tractor trailer at Falfurrias Checkpoint on U.S. 281, Brooks Country, Texas, USA","South Texas Human Rights Center / El Mañana","27.205072600000, -98.156500900000","Central America to US","http://bit.ly/2y5nxpN, http://bit.ly/2hYgYS4","Northern America","4"
"43848","Mediterranean","October 03, 2017","2017","Oct","","68","68","","","","","Presumed drowning","Off the coast of Tripoli, Libya","IOM Libya","33.435577757609, 13.213310956250","Central Mediterranean","","Uncategorized","4"
"43960","US-Mexico Border","October 03, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.827095600000, -111.360700900000","Central America to US","http://humaneborders.info/","Northern America","5"
"44185","Sub-Saharan Africa","October 03, 2017","2017","Oct","6","","6","","6","","","Sickness and lack of access to medicines","Desert outside Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.294152188000, 17.152714960000","","","Western Africa","2"
"44184","Sub-Saharan Africa","October 02, 2017","2017","Oct","3","","3","","3","","","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa","2"
"44513","South Asia","October 02, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","Iranshahr, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.201200000000, 60.686581700000","","","Southern Asia","4"
"44514","South Asia","October 02, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","Iranshahr, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.201200000000, 60.686581700000","","","Southern Asia","4"
"44509","South Asia","October 01, 2017","2017","Oct","1","","1","","","1","","Shot","Mirjaveh, Sistan and Baluchestan province, Iran","IOM Afghanistan","29.016152100000, 61.449384200000","","","Southern Asia","4"
"44510","South Asia","October 01, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","Kerman province, Iran","IOM Afghanistan","29.485008900000, 57.643904800000","","","Southern Asia","4"
"44596","Mediterranean","October 01, 2017","2017","Oct","3","","3","","","2","1","Crushed","Unspecified location between Sabratha, Libya and Italy","UNHCR Italy","33.175092581861, 12.476987920312","Central Mediterranean","","Uncategorized","4"
"43835","Mediterranean","October 01, 2017","2017","Oct","1","","1","","","","","Unknown (found on dinghy)","Unspecified location between Libya and Italy","IOM Italy","34.399491539041, 13.623046875000","Central Mediterranean","","Uncategorized","4"
"43836","Mediterranean","October 01, 2017","2017","Oct","2","","2","","","","","Unknown (found on dinghy)","Unspecified location between Libya and Italy","IOM Italy","33.890315995891, 13.117675802205","Central Mediterranean","","Uncategorized","4"
"43847","Sub-Saharan Africa","October 01, 2017","2017","Oct","3","","3","7","2","1","2","Drowning","Bodies retrieved in Petite Terre and Longoni, Mayotte, France","IOM Madagascar, Le Journal de Mayotte","-12.724992965047, 45.161448734888","","http://bit.ly/2gebEpT, http://bit.ly/2y2SYTR","Eastern Africa","4"
"43853","US-Mexico Border","October 01, 2017","2017","Oct","1","","1","","","","","Unknown (skeletal remains)","Near La Grulla, Starr County, Texas, USA","KZTV Action 10 News ","26.255660044694, -98.663896753564","Central America to US","http://bit.ly/2wC8yCp","Northern America","1"
"43868","Mediterranean","September 30, 2017","2017","Sep","1","","1","","","1","","Drowning","Off the coast of Zarzis, Tunisia","Radio Med Tunisie","33.507538772679, 11.156813950781","Central Mediterranean","http://bit.ly/2yzj40O, http://bit.ly/2yTxda8","Uncategorized","3"
"44180","North Africa","September 30, 2017","2017","Sep","2","","2","","1","1","","Suffocation, Excessive Physical Abuse","Benghazi, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.086790900000, 32.119424200000","","","Northern Africa","2"
"44181","Horn of Africa","September 30, 2017","2017","Sep","1","","1","","","1","","Sickness and lack of access to medicines","Dhobley, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","41.010032270000, 0.431306712000","","","Northern Africa","2"
"44182","North Africa","September 30, 2017","2017","Sep","6","","6","","","","","Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.741699220000, 29.277115800000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"44183","North Africa","September 30, 2017","2017","Sep","1","","1","","","1","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.677734380000, 24.956491290000","","","Northern Africa","2"
"44506","South Asia","September 30, 2017","2017","Sep","1","","1","","","1","","Vehicle Accident","Kerman province, Iran","IOM Afghanistan","29.485008900000, 57.643904800000","","","Southern Asia","4"
"44594","North Africa","September 30, 2017","2017","Sep","6","","6","","","","","Harsh weather/lack of adequate shelter","Sahara Desert, between Khartoum, Sudan and Tripoli, Libya","MHub","24.597461431330, 21.593518782441","","","Northern Africa","2"
"44685","Middle East","September 30, 2017","2017","Sep","6","","6","","","4","2","Shot","Syria-Turkey border at al-Dirriyah, Daraa Governorate, Syria","Human Rights Watch","36.001165725027, 36.286329491357","","https://bit.ly/2IFZjr8","Western Asia","4"
"51451","Sub-Saharan Africa","September 30, 2017","2017","Sep","1","","1","","","1","","Sickness and lack of access to medicines","Dhobley, Somalia","Mixed Migration Monitoring Mechanism (4mi)","5.567141041715, 46.043060824219","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"49459","South Asia","September 29, 2017","2017","Sep","1","","1","","","1","","Starvation, Dehydration","Nimruz province, Afghanistan","Mixed Migration Monitoring Mechanism Initiative (4mi)","31.308205000000, 61.925857000000","","http://www.mixedmigration.org/4mi/","Southern Asia","2"
"49460","South Asia","September 29, 2017","2017","Sep","4","","4","","","4","","Unknown","Sistan and Baluchestan Province Iran, near border with Pakistan","Mixed Migration Monitoring Mechanism Initiative (4mi)","30.362316000000, 60.438510000000","","http://www.mixedmigration.org/4mi/","Southern Asia","2"
"49461","South Asia","September 29, 2017","2017","Sep","3","","3","","","3","","Sickness and lack of access to medicines","Sistan and Baluchestan Province Iran, near border with Pakistan","Mixed Migration Monitoring Mechanism Initiative (4mi)","30.377109000000, 61.328805000000","","http://www.mixedmigration.org/4mi/","Southern Asia","2"
"43832","Central America","September 29, 2017","2017","Sep","1","","1","11","","1","","Shot","La Virgen, Rivas, Nicaragua","El Heraldo, NNN, Radio La Primerisima","11.372922350072, -85.757823780287","Central America to US","http://bit.ly/2hGCH0S, http://bit.ly/2hFuFoJ, http://bit.ly/2xKWLTs","Central America","3"
"44178","US-Mexico Border","September 29, 2017","2017","Sep","1","","1","","","","","Unknown","44320 W Sevenmile Road, Sullivan City, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office","26.344780500000, -98.514197700000","Central America to US","","Northern America","5"
"44179","Sub-Saharan Africa","September 29, 2017","2017","Sep","2","","2","","","2","1","Shot, Stabbed","Bambara Maounde, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-2.785450200000, 15.849390900000","","","Western Africa","2"
"43830","Mediterranean","September 28, 2017","2017","Sep","1","","1","5","1","","1","Unknown","Hospital in Kastellorizo Island, Greece, after boat capsized off the coast of the island","IOM Greece","36.144480100000, 29.586158100000","Eastern Mediterranean","http://nyti.ms/2k4PLO5, http://www.hcg.gr/node/16113","Uncategorized","4"
"43831","Southeast Asia","September 28, 2017","2017","Sep","23","40","63","17","7","1","15","Drowning","Off the coast of Shamlapur, Ukhiya Upazila, Bangladesh","IOM Bangladesh","21.073648581045, 92.129179612598","","http://bit.ly/2xCT8lc","South-eastern Asia","4"
"44175","North Africa","September 28, 2017","2017","Sep","1","","1","","","","","Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44176","Sub-Saharan Africa","September 28, 2017","2017","Sep","3","","3","","1","2","2","Starvation, Dehydration","Paga, Ghana, near border with Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-1.111321600000, 10.995639800000","","","Western Africa","2"
"44177","North Africa","September 28, 2017","2017","Sep","4","","4","","","","","Unknown","Sahara desert outside Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","34.101562500000, 17.897809670000","","","Northern Africa","2"
"43858","Europe","September 27, 2017","2017","Sep","1","","1","","","1","","Hit by truck","A28 motorway, near Abbeville, Somme, France","Le Figaro","50.131333408968, 1.809367179688","","http://bit.ly/2yFDfuS","Western Europe","1"
"44174","North Africa","September 27, 2017","2017","Sep","2","","2","","1","1","","Starvation","Benghazi, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.086790900000, 32.119424200000","","","Northern Africa","2"
"44172","Sub-Saharan Africa","September 26, 2017","2017","Sep","2","","2","","","2","","Shot, Stabbed","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa","2"
"44173","North Africa","September 26, 2017","2017","Sep","2","","2","","","2","","Vehicle Accident","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","34.008439500000, 17.701452500000","","","Northern Africa","2"
"44360","Europe","September 26, 2017","2017","Sep","1","","1","","","1","","Hypoglycemia","Serbia-Romania border, near Jimbolia","Jurnal Lul, Press Alert","45.788895280257, 20.691360234766","Western Balkans","http://bit.ly/2BDqAWr, http://bit.ly/2npS8JT","Eastern Europe","2"
"49504","South Asia","September 26, 2017","2017","Sep","3","","3","","1","1","","Starvation, Dehydration","Sistan and Baluchestan Province, Iran","Mixed Migration Monitoring Mechanism Initiative (4mi)","28.420650000000, 62.188709000000","","http://www.mixedmigration.org/4mi/","South Asia","2"
"43828","Middle East","September 25, 2017","2017","Sep","3","","3","7","","","","Shot","Doğubeyazıt district, Ağrı province, Turkey","Hurriyet","39.547074000000, 44.068778000000","","http://bit.ly/2jZLk7c","Western Asia","1"
"43829","Middle East","September 25, 2017","2017","Sep","1","","1","5","","","","Killed by mortar shell","Derecik border outpost, Şemdinli district, Hakkari province, Turkey, near the border with Iraq","Daily Sabah","37.072423000000, 44.324348000000","","http://bit.ly/2ysqksa, http://bit.ly/2jZLk7c","Western Asia","3"
"43958","US-Mexico Border","September 25, 2017","2017","Sep","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.232132700000, -111.508372900000","Central America to US","http://humaneborders.info/","Northern America","5"
